--------------------------------------------------
-- Xero Detailed Dump Output (Sequential)
--------------------------------------------------
-- Game: ⚔️Build to Defend Loot
-- PlaceId: 96280251181127
-- JobId: c5acaac8-4187-4d97-876d-1c8c0430751f
-- Time: 2026-09-13 23:06:55
--------------------------------------------------
-- [Service]: Workspace
Workspace [Workspace] -- [Model] | FullPath: Workspace | Props: {PrimaryPart=None, ChildrenCount=25} | Attrs: {KM_IVF_GLOBAL_SAFE=0, 0, 0, KM_IVF_Y_AXIS_P=240, KM_IVF_X_AXIS_N=0, KM_IVF_Z_AXIS_P=0, KM_IVF_Z_AXIS_N=0, KM_IVF_Y_AXIS_N=-6, KM_IVF_X_AXIS_P=0}
 Camera [Camera] -- [Camera] | FullPath: Workspace.Camera | Attrs: {SHAKE_OFFSET=0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, SHAKE_SIZE=0}
  AudioListener [AudioListener] -- [AudioListener] | FullPath: Workspace.Camera.AudioListener
   Wire [Wire] -- [Wire] | FullPath: Workspace.Camera.AudioListener.Wire
  Folder [Folder] -- [Folder] | FullPath: Workspace.Camera.Folder
 CollectCoin [Sound] -- [Sound] | FullPath: Workspace.CollectCoin
 Gameplay [Folder] -- [Folder] | FullPath: Workspace.Gameplay
  ConveyorDestroyer [Part] -- [Part] | FullPath: Workspace.Gameplay.ConveyorDestroyer | Props: {Position=(-30.50, 0.50, 253.50), Size=(18.00, 16.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(125.15, -2.00, -211.18), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(124.96, -1.12, -211.50), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(125.15, -0.25, -211.18), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(125.59, -0.62, -210.42), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(126.34, -0.62, -209.12), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(126.78, -0.25, -208.37), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(126.78, -2.00, -208.37), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(126.96, -1.12, -208.04), Size=(1.25, 0.50, 0.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(125.96, -2.62, -209.77), Size=(2.50, 0.75, 2.50), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Part | Props: {Position=(125.96, -4.62, -209.77), Size=(4.20, 0.25, 4.20), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.Main | Props: {Position=(125.96, -4.50, -209.78), Size=(5.00, 6.00, 5.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0} | Attrs: {Material=GRASS}
    PlacedItemBillboard [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.UICorner
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.UIPadding
       UIListLayout [UIListLayout] -- [UIListLayout] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.UIListLayout
       NameLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.NameLabel | Props: {Visible=true, AbsoluteSize=(20.0, 5.8)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.NameLabel.UIStroke
       RarityLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.RarityLabel | Props: {Visible=true, AbsoluteSize=(20.0, 4.8)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.RarityLabel.UIStroke
       CostLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.CostLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.5)}
       RateLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.VASE_OF_PROMISES.PlacedItemBillboard.Root.Outer.RateLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.5)}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.Main | Props: {Position=(126.00, -7.00, -208.00), Size=(14.00, 1.00, 12.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0} | Attrs: {Material=GRASS}
   PromptAnchor [Part] -- [Part] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.PromptAnchor | Props: {Position=(126.00, -7.00, -208.00), Size=(1.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Pick Up ', HoldDuration=0.0} | Attrs: {Visible=false, PromptUIOffset=0, 0, PromptColor=0.27451, 0.509804, 0.705882, CanInteractWith=true, PromptType=NPC}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.LEGENDARY_JAILTRAP_placed_4598420885_22407.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Swap', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=1, 0.784314, 0.196078, PromptType=NPC}
  RARE_ICETRAP_placed_4598420885_22408 [Model] -- [Model] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408 | Props: {PrimaryPart=Main, ChildrenCount=3} | Attrs: {BuildableId=RARE_ICETRAP, PlacedId=placed_4598420885_22408, DefenseHealth=50, DefenseMaxHealth=50, BuildableType=DEFENSE, OwnerId=4598420885, BehaviorType=TouchFreeze, PlacedAt=1789315281, DefenseIsBroken=false}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main | Props: {Position=(116.00, -7.00, -172.00), Size=(25.00, 1.00, 11.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0} | Attrs: {Color1=false}
    Star/Ice [ParticleEmitter] -- [ParticleEmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.Star/Ice | Props: {Rate=40, Speed=1.0, Enabled=true}
    HealthBarAnchor [Attachment] -- [Attachment] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.HealthBarAnchor
    DefenseHealthBar [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root | Props: {Visible=true, AbsoluteSize=(96.0, 16.4)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer | Props: {Visible=true, AbsoluteSize=(96.0, 16.4)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.UICorner
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.UIPadding
       BarBG [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.BarBG | Props: {Visible=true, AbsoluteSize=(92.2, 13.7)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.BarBG.UICorner
        Fill [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.BarBG.Fill | Props: {Visible=true, AbsoluteSize=(92.2, 13.7)}
         UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.BarBG.Fill.UICorner
       Text [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.Text | Props: {Visible=true, AbsoluteSize=(92.2, 13.7)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.DefenseHealthBar.Root.Outer.Text.UIStroke
    CooldownAnchor [Attachment] -- [Attachment] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownAnchor
    CooldownTimerBar [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.UICorner
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.UIStroke
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.UIPadding
       BarBG [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.BarBG | Props: {Visible=true, AbsoluteSize=(12.0, 12.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.BarBG.UICorner
        Fill [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.BarBG.Fill | Props: {Visible=true, AbsoluteSize=(12.0, 12.0)}
         UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.BarBG.Fill.UICorner
       Text [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.Text | Props: {Visible=true, AbsoluteSize=(12.0, 12.0)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.CooldownTimerBar.Root.Outer.Text.UIStroke
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Main.TouchInterest
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Part | Props: {Position=(116.00, -7.05, -172.00), Size=(25.00, 0.90, 11.00), Anchored=true, CanCollide=false, Material=Ice, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Part.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.Part.TouchInterest
   PromptAnchor [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.PromptAnchor | Props: {Position=(116.00, -7.00, -172.00), Size=(1.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Pick Up ', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=0.27451, 0.509804, 0.705882, PromptType=NPC}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Swap', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=1, 0.784314, 0.196078, PromptType=NPC}
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.PromptAnchor.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22408.PromptAnchor.TouchInterest
  RARE_ICETRAP_placed_4598420885_22409 [Model] -- [Model] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409 | Props: {PrimaryPart=Main, ChildrenCount=3} | Attrs: {BuildableId=RARE_ICETRAP, PlacedId=placed_4598420885_22409, DefenseHealth=50, DefenseMaxHealth=50, BuildableType=DEFENSE, OwnerId=4598420885, BehaviorType=TouchFreeze, PlacedAt=1789315281, DefenseIsBroken=false}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main | Props: {Position=(116.00, -7.00, -180.00), Size=(25.00, 1.00, 11.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0} | Attrs: {Color1=false}
    Star/Ice [ParticleEmitter] -- [ParticleEmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.Star/Ice | Props: {Rate=40, Speed=1.0, Enabled=true}
    HealthBarAnchor [Attachment] -- [Attachment] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.HealthBarAnchor
    DefenseHealthBar [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root | Props: {Visible=true, AbsoluteSize=(71.3, 12.4)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer | Props: {Visible=true, AbsoluteSize=(71.3, 12.4)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.UICorner
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.UIPadding
       BarBG [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.BarBG | Props: {Visible=true, AbsoluteSize=(68.4, 10.4)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.BarBG.UICorner
        Fill [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.BarBG.Fill | Props: {Visible=true, AbsoluteSize=(68.4, 10.4)}
         UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.BarBG.Fill.UICorner
       Text [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.Text | Props: {Visible=true, AbsoluteSize=(68.4, 10.4)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.DefenseHealthBar.Root.Outer.Text.UIStroke
    CooldownAnchor [Attachment] -- [Attachment] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownAnchor
    CooldownTimerBar [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.UICorner
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.UIStroke
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.UIPadding
       BarBG [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.BarBG | Props: {Visible=true, AbsoluteSize=(12.0, 12.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.BarBG.UICorner
        Fill [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.BarBG.Fill | Props: {Visible=true, AbsoluteSize=(0.0, 12.0)}
         UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.BarBG.Fill.UICorner
       Text [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.Text | Props: {Visible=true, AbsoluteSize=(12.0, 12.0)}
        UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.CooldownTimerBar.Root.Outer.Text.UIStroke
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Main.TouchInterest
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Part | Props: {Position=(116.00, -7.05, -180.00), Size=(25.00, 0.90, 11.00), Anchored=true, CanCollide=false, Material=Ice, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Part.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.Part.TouchInterest
   PromptAnchor [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.PromptAnchor | Props: {Position=(116.00, -7.00, -180.00), Size=(1.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Pick Up ', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=0.27451, 0.509804, 0.705882, PromptType=NPC}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Swap', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=1, 0.784314, 0.196078, PromptType=NPC}
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.PromptAnchor.TouchInterest
    TouchInterest [TouchTransmitter] -- [TouchTransmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22409.PromptAnchor.TouchInterest
  RARE_ICETRAP_placed_4598420885_22410 [Model] -- [Model] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410 | Props: {PrimaryPart=Main, ChildrenCount=3} | Attrs: {BuildableId=RARE_ICETRAP, PlacedId=placed_4598420885_22410, DefenseHealth=50, DefenseMaxHealth=50, BuildableType=DEFENSE, OwnerId=4598420885, BehaviorType=TouchFreeze, PlacedAt=1789315281, DefenseIsBroken=false}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main | Props: {Position=(116.00, -7.00, -194.00), Size=(25.00, 1.00, 11.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0} | Attrs: {Color1=false}
    Star/Ice [ParticleEmitter] -- [ParticleEmitter] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.Star/Ice | Props: {Rate=40, Speed=1.0, Enabled=true}
    HealthBarAnchor [Attachment] -- [Attachment] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.HealthBarAnchor
    DefenseHealthBar [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar
     Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root | Props: {Visible=true, AbsoluteSize=(48.7, 8.4)}
      Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root.Outer | Props: {Visible=true, AbsoluteSize=(48.7, 8.4)}
       UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root.Outer.UICorner
       UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root.Outer.UIPadding
       BarBG [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root.Outer.BarBG | Props: {Visible=true, AbsoluteSize=(46.8, 7.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.RARE_ICETRAP_placed_4598420885_22410.Main.DefenseHealthBar.Root.Outer.BarBG.UICorner
